;AAPL UW Equity;AXP UN Equity;BA UN Equity;CAT UN Equity;CSCO UW Equity;CVX UN Equity;DIS UN Equity;DWDP UN Equity;GE UN Equity;GS UN Equity;HD UN Equity;IBM UN Equity;INTC UW Equity;JNJ UN Equity;JPM UN Equity;KO UN Equity;MCD UN Equity;MMM UN Equity;MRK UN Equity;MSFT UW Equity;NKE UN Equity;PFE UN Equity;PG UN Equity;TRV UN Equity;UNH UN Equity;UTX UN Equity;V UN Equity;VZ UN Equity;WMT UN Equity;XOM UN Equity;INDU Index
16/11/2015;114.175;71.66;144.42;70.39;26.79;91.45;115.92;51.65;30.36;192.16;120.84;133.71;32.1;101.22;66.51;41.96;111.06;158.21;53.7;53.765;61.73;33.16;75.3;112.89;113.82;97.83;78.9;45.04;57.87;80.9;17483.01
17/11/2015;113.69;71.11;146.08;69.39;26.81;91.03;116.13;51.65;30.32;190.57;126.18;133.82;32.64;101.5;66.13;41.67;110.94;157.03;53.71;52.97;61.29;32.87;75.07;112.74;114.39;97.55;78.83;45.08;59.92;79.96;17489.5
18/11/2015;117.29;72.15;148.28;70.32;27.12;92.21;118.14;53.16;30.52;193.66;126.54;135.82;33.16;102.67;67.45;42.28;112.53;157.39;54.23;53.85;62.89;33.31;75.9;114.68;117.25;97.71;80.46;45.38;60.93;80.74;17737.16
19/11/2015;118.78;72.74;149.24;70.02;27.37;90.83;118.71;53.32;30.27;193.03;126.86;136.74;34.3;102.49;67.66;43.11;113.3;158.38;54.28;53.94;62.89;32.29;76.22;115.02;110.63;98.3;80.15;45.76;60.7;80.3;17732.75
20/11/2015;119.3;72.42;149.4;71.14;27.57;89.01;120.07;53.32;30.66;191.47;130.21;138.5;34.66;102.48;67.54;42.43;113.91;158.95;54.1;54.19;66.325;32.18;75.82;115.83;112.97;98.22;80.19;45.39;60.07;79.79;17823.81
23/11/2015;117.75;72.24;148.34;71.02;27.43;90.01;119.42;53;30.59;189.19;132.5;138.46;34.48;102.77;66.88;42.96;114.47;158.65;54.01;54.19;66.23;31.33;75.97;115.63;112.16;98.09;80.11;44.99;60.26;80.28;17792.68
24/11/2015;118.88;71.63;148.65;71.4;27.27;91.35;117.95;53.38;30.66;188.67;133.6;138.6;34.36;102.04;66.78;43.36;114.28;157.75;53.48;54.25;66.255;31.97;76.45;115.44;113.19;97.36;79.79;45.19;59.92;81.88;17812.19
25/11/2015;118.03;71.69;147.43;71.49;27.24;90.87;118.67;51.92;30.36;189.15;134.65;138;34.45;101.96;66.86;43.36;114.4;157.63;53.72;53.69;67.065;32.87;75.9;114.8;114.41;97.27;79.56;44.92;60.24;81.25;17813.39
26/11/2015;118.03;71.69;147.43;71.49;27.24;90.87;118.67;51.92;30.36;189.15;134.65;138;34.45;101.96;66.86;43.36;114.4;157.63;53.72;53.69;67.065;32.87;75.9;114.8;114.41;97.27;79.56;44.92;60.24;81.25;17813.39
27/11/2015;117.81;71.85;146.95;71.22;27.32;90.37;115.13;52.01;30.36;190.47;134.74;138.46;34.46;102.37;67.17;43.15;114.23;157.99;53.96;53.93;67.165;32.79;75.7;114.85;114.34;96.8;79.84;45.23;59.89;81.23;17798.49
30/11/2015;118.3;71.64;145.45;72.65;27.25;91.32;113.47;52.13;29.94;190.02;133.88;139.42;34.77;101.24;66.68;42.62;114.16;156.58;53.01;54.35;66.14;32.77;74.84;114.57;112.71;96.05;79.01;45.45;58.84;81.66;17719.92
01/12/2015;117.34;72.2;147.74;71.56;27.57;92.48;115.39;53.42;30.17;193.07;134.43;141.28;35.09;102.36;67.61;42.89;114.45;156.9;54.57;55.22;66.655;33.62;75.94;115.68;116.26;96.7;79.91;45.58;58.99;81.89;17888.35
02/12/2015;116.28;71.2;146.96;71.03;27.44;90.25;114;52.29;29.97;190.26;133.81;139.7;34.83;102.05;66.66;42.77;113.72;155.7;53.82;55.21;66.325;32.9;75.79;114.71;117.64;95.25;79.04;44.92;58.35;79.55;17729.68
03/12/2015;115.2;70.42;145.56;69.64;26.95;88.85;111.89;51.86;30.03;185.2;130.93;138.92;34.04;100.79;65.8;42.46;113.39;154.38;52.59;54.2;64.56;32.39;75.74;111.29;115;94.7;78.29;44.56;59.04;78.41;17477.67
04/12/2015;119.03;71.1;148.5;69.98;27.48;89.71;114.24;53.31;30.49;189.99;134.53;140.43;34.935;102.95;67.89;43.29;116.2;158.22;53.64;55.91;66.165;32.8;77.83;114.06;117.74;95.73;80.4;45.71;59.66;78.86;17847.63
07/12/2015;118.28;70.61;148.45;68.36;27.49;87.28;113.83;52.03;30.37;185.49;133.93;139.55;34.985;103.32;67;43.2;116.42;157.75;53.68;55.81;65.8;32.66;78.37;113.59;115.91;95.91;79.55;46.06;60.5;76.8;17730.51
08/12/2015;118.23;69.91;144.99;66.54;27.15;86.44;112.48;50.9;30.19;182.92;133.84;138.05;34.75;102.42;65.96;43.01;116.53;156.79;53.47;55.79;65.85;32.53;77.75;112.37;115.88;94.23;79.07;45.7;59.61;74.63;17568
09/12/2015;115.62;69.86;144.24;65.91;26.73;87.6;111.47;56.97;30.47;180.71;131.9;136.61;34.81;102.15;65.46;42.66;116.58;156.05;52.82;54.98;64.42;32.29;77.7;111.04;115.05;94.16;77.88;45.36;59.13;75.63;17492.3
10/12/2015;116.17;70.11;146.41;66.38;26.77;89.3;110.76;54.91;30.65;182.11;132.54;136.78;34.77;102.64;65.61;42.76;117.2;157.52;53.69;55.27;64.32;32.36;77.79;110.99;116.21;93.87;78.12;45.32;59.56;75.69;17574.75
11/12/2015;113.18;68.86;144.62;65.43;26.16;86.44;108.04;53.37;30.26;176.56;130.44;134.57;34.27;101.68;64.07;42.27;116.08;154.83;52.15;54.06;63.145;32.06;77.78;109.76;115.98;93.3;76.11;44.82;59.36;74.34;17265.21
14/12/2015;112.48;68.83;143;66.12;26.49;89.33;109.35;51.29;30.26;176.4;132.01;135.93;34.47;102.15;64.27;42.45;116.26;157.63;52.2;55.14;63.93;32.18;78.29;111.03;115.85;93.03;76.87;45.45;60.39;76.03;17368.5
15/12/2015;110.49;70.15;146.53;66.75;26.85;92.76;112.16;50.57;30.32;182.01;131.29;137.79;35.18;104.13;66.1;43.07;116.93;148.13;52.9;55.2;64.305;32.26;79.68;113.18;117.61;93.26;78.62;45.55;59.64;79.43;17524.91
16/12/2015;111.34;70.71;148.11;67.72;27.235;93.44;113.79;50.72;30.98;186.21;132.9;139.29;35.3;105.25;67.53;43.84;117.84;149.95;54.02;56.13;65.465;32.58;80.99;114.54;118.83;95.13;79.86;46.51;60.3;79.15;17749.09
17/12/2015;108.98;69.57;145.56;64.9;26.72;90.54;112.01;50.25;30.55;182.61;131.35;136.75;34.91;103.64;66.28;43.49;117.5;148.85;52.66;55.7;65.11;32.33;80.29;113.27;119.22;93.87;78.69;46.1;58.98;77.96;17495.84
18/12/2015;106.03;67.87;139.58;65.11;26.27;89.81;107.72;49.63;30.28;175.49;130.29;134.9;33.865;101.95;64.4;42.5;116.66;146.92;51.64;54.13;64.26;31.99;78.13;110.13;115.82;92.34;76.32;45.56;58.85;77.28;17128.55
21/12/2015;107.33;68.4;140.9;65.24;26.635;89.24;106.59;50.97;30.4;177.75;131.31;135.5;34.24;101.58;65.54;42.78;117.69;147.48;51.87;54.83;64.9;32.46;78.95;110.94;117.41;93.61;77.17;45.9;59.55;77.26;17251.62
22/12/2015;107.23;68.85;142.38;68.41;26.89;90.27;106.74;51.5;30.49;180.05;131.88;137.93;34.73;102.71;65.68;43.29;117.72;148.97;52.1;55.35;65.925;32.52;79.6;112.48;117.44;94.87;77.38;46.34;60.54;77.65;17417.27
23/12/2015;108.61;69.97;144.06;69.89;27.4;93.81;105.56;52.53;30.95;182.95;133.11;138.54;35;103.49;66.73;43.67;118.8;151.16;52.98;55.82;64.355;32.56;79.92;113.21;118.69;96.3;78.56;46.95;61.09;80.19;17602.61
24/12/2015;108.03;70.16;143.53;69.38;27.38;92.05;105.86;52.31;30.83;182.47;132.9;138.25;34.98;103.72;66.6;43.54;118.57;151.19;52.85;55.67;63.18;32.62;79.79;113.27;118.34;96.3;78.26;46.71;60.83;79.33;17552.17
25/12/2015;108.03;70.16;143.53;69.38;27.38;92.05;105.86;52.31;30.83;182.47;132.9;138.25;34.98;103.72;66.6;43.54;118.57;151.19;52.85;55.67;63.18;32.62;79.79;113.27;118.34;96.3;78.26;46.71;60.83;79.33;17552.17
28/12/2015;106.82;69.76;144.54;68.58;27.31;90.36;107.25;52.23;30.9;181.62;132.68;137.61;34.93;103.22;66.38;43.49;118.75;151.22;52.84;55.95;63.81;32.42;79.92;113.48;118.33;96.09;78.53;46.75;60.75;78.74;17528.27
29/12/2015;108.74;70.55;147.35;69.19;27.77;91.25;107.08;52.79;31.28;183.53;133.7;139.78;35.44;104.03;67.07;43.71;120.07;152.89;53.34;56.55;64.26;32.83;80.36;115.02;119.82;97.27;79.21;47.21;61.61;79.16;17720.98
30/12/2015;107.32;70.16;146.41;68.69;27.53;90.09;106.34;51.66;31.05;182.01;133.35;139.34;34.99;103.78;66.59;43.57;119.43;151.91;53.25;56.31;63.25;32.75;80.07;114.29;118.92;96.9;78.35;46.77;61.68;78.11;17603.87
31/12/2015;105.26;69.55;144.59;67.96;27.155;89.96;105.08;51.48;31.15;180.23;132.25;137.62;34.45;102.72;66.03;42.96;118.14;150.64;52.82;55.48;62.5;32.28;79.41;112.86;117.64;96.07;77.55;46.22;61.3;77.95;17425.03
01/01/2016;105.26;69.55;144.59;67.96;27.155;89.96;105.08;51.48;31.15;180.23;132.25;137.62;34.45;102.72;66.03;42.96;118.14;150.64;52.82;55.48;62.5;32.28;79.41;112.86;117.64;96.07;77.55;46.22;61.3;77.95;17425.03
04/01/2016;105.35;67.59;140.5;67.99;26.41;88.85;102.98;49.93;30.71;177.14;131.07;135.95;33.99;100.48;63.62;42.4;117.58;146.82;52.48;54.8;61.52;31.95;78.37;109.97;116.46;95.57;75.7;45.87;61.46;77.46;17148.94
05/01/2016;102.71;66.55;141.07;67.28;26.29;89.61;100.9;49.55;30.74;174.09;130.43;135.85;33.83;100.9;63.73;42.55;119.2;147.46;53.15;55.05;62.38;32.18;78.62;110.47;116.68;95.72;76.27;46.5;62.92;78.12;17158.66
06/01/2016;100.7;64.42;138.83;66.22;26.01;86.07;100.36;48.46;30.25;169.84;129.08;135.17;33.08;100.39;62.81;42.32;118.4;144.49;52.42;54.05;61.49;31.61;77.86;109.04;115.49;93.12;75.27;45.52;63.55;77.47;16906.51
07/01/2016;96.45;63.84;133.01;63.94;25.41;83.02;99.5;46.64;28.97;164.62;125.4;132.86;31.84;99.22;60.27;41.62;115.66;140.97;51.96;52.17;59.85;31.4;77.18;106.44;112.09;91.9;73.79;45.27;65.03;76.23;16514.1
08/01/2016;96.96;63.63;129.99;63.29;24.78;82.13;99.25;46.28;28.45;163.94;123.9;131.63;31.51;98.16;58.92;41.51;115.48;140.49;51.08;52.33;58.87;31;75.97;105.99;110.16;90.4;72.88;44.83;63.54;74.69;16346.45
11/01/2016;98.53;64.05;130.21;61.47;25.27;80.77;99.92;45.4;28.58;165.73;125.78;133.23;32.06;97.57;58.83;41.58;116.69;140.46;51.25;52.3;59.55;31.07;76.67;106.79;109.58;90.5;73.92;45.09;64.22;73.69;16398.57
12/01/2016;99.96;64.4;131.92;61.6;25.35;82.15;101.46;44.79;28.64;165.71;127.49;132.9;32.68;98.24;58.96;42.12;117.44;140.86;51.76;52.78;59.94;31;76.51;107.98;112.26;90.5;74.76;44.93;63.62;75.2;16516.22
13/01/2016;97.39;62.85;128.12;60.89;24.6;81.33;98.48;43.63;28.24;158.99;121.4;131.17;31.91;97.02;57.34;41.85;115.12;138.72;50.66;51.64;58.78;30.37;75.85;106.06;109.23;88.83;73.1;44.15;61.92;75.65;16151.41
14/01/2016;99.52;63.29;129.2;62.27;24.66;85.47;99.11;44.24;29.06;161.39;119.62;132.91;32.74;98.89;58.2;41.88;116.62;141.18;51.8;53.11;58.51;31.11;76.15;106.98;110.76;89.01;73.8;44.87;63.06;79.12;16379.05
15/01/2016;97.13;62.91;125.63;59.87;23.62;83.67;93.9;42.96;28.49;155.61;119.23;130.03;29.76;97;57.04;41.5;115.18;138.69;51.14;50.99;57.56;30.81;74.98;105.1;109.27;85.63;71.83;44.43;61.93;77.58;15988.08
18/01/2016;97.13;62.91;125.63;59.87;23.62;83.67;93.9;42.96;28.49;155.61;119.23;130.03;29.76;97;57.04;41.5;115.18;138.69;51.14;50.99;57.56;30.81;74.98;105.1;109.27;85.63;71.83;44.43;61.93;77.58;15988.08
19/01/2016;96.66;62.64;126.06;59.03;23.85;81.51;93.97;42.07;28.49;156.82;119.76;128.11;29.8;97.5;57.01;41.92;117.5;138.39;51.34;50.56;58.32;30.69;76.73;105.76;112.58;85.24;71.39;44.87;62.56;76.4;16016.02
20/01/2016;96.79;63.03;122.14;58.81;22.9;78.98;92.54;41.32;28;153.75;116.46;121.86;29.59;95.75;55.51;41.38;115.78;136.96;50.55;50.79;59.04;30.66;75.83;103.65;114.79;84.83;70.68;44.42;60.84;73.18;15766.74
21/01/2016;96.3;62.64;123.4;59.69;22.9;81.05;94.02;42;28.59;151.65;120.22;122.91;29.66;95.94;55.25;41.39;117.84;137.76;50.92;50.48;60.56;30.58;76.72;102.7;113.5;85.57;71.56;45.87;61.88;74.1;15882.68
22/01/2016;101.42;55.06;124.61;60.98;23.37;83.54;96.9;43.22;28.24;156.86;122.76;122.5;29.925;96.75;56.95;42.06;118.4;139.52;51.35;52.29;60.88;30.71;77.36;103.14;114.33;86.35;72.7;47.04;62.69;76.57;16093.51
25/01/2016;99.44;55.02;124.01;57.91;23.17;80.89;95.29;42.18;28.04;151.12;121.71;122.08;29.6;96.4;55.66;42.16;119.2;137.57;50.92;51.79;60.7;30.5;76.85;102.08;113.38;84.9;71.74;47.03;63.45;73.98;15885.22
26/01/2016;99.99;55.09;128.01;59.16;23.72;84.12;96.27;42.46;28.31;154.45;122.2;122.59;29.94;101.18;57.08;42.08;120.43;144.78;51.45;52.17;61.11;30.67;78.81;103.25;113.96;85.65;71.88;48.25;64;76.7;16167.23
27/01/2016;93.42;54.52;116.58;58.32;23.43;83.29;94.32;41.41;28;153.72;121.57;120.96;29.81;102.16;57.04;42.09;120.87;145.55;50.37;51.22;59.58;30.52;78.8;103.31;112.33;85.81;70.91;49.03;63.95;75.29;15944.46
28/01/2016;94.09;52.88;118.01;61.08;23.105;85.92;93.53;41.55;28.21;157.06;122.28;122.22;29.97;102.27;57.28;42.57;122.38;147.32;49.2;52.055;61.2;30.2;79.82;104.47;111.38;86.45;69.33;49.01;64.22;76.99;16069.64
29/01/2016;97.34;53.5;120.13;62.24;23.79;86.47;95.82;42;29.1;161.56;125.76;124.79;31.02;104.44;59.5;42.92;123.78;151;50.67;55.09;62.01;30.49;81.69;107.04;115.16;87.69;74.49;49.97;66.36;77.85;16466.3
01/02/2016;96.43;54.7;121.56;62.7;23.48;85.29;95.15;42.58;28.64;159.65;126.51;124.83;30.82;104.37;58.86;43;124.61;148.73;50.75;54.71;63.16;30.17;81.12;107.01;115.89;87.56;74.38;50.76;67.5;76.29;16449.18
02/02/2016;94.48;53.66;117.52;60.67;22.83;81.24;93.12;45.03;28.24;151.7;125.27;122.94;29.8;103.41;57.03;42.44;123.95;147.87;50.41;53;62.55;30.14;80.22;106.03;113.88;85.42;73.4;49.91;66.86;74.59;16153.54
03/02/2016;96.35;54.11;121.87;63.27;23.1;84.62;95.14;46.74;28.67;152.68;123.79;124.72;29.34;104.14;57.41;42.72;121.47;152.52;50.05;52.16;62.49;29.67;81.1;106.89;112.75;85.96;74.38;50.62;66.27;78.48;16336.66
04/02/2016;96.6;54.38;123.61;65.96;23.54;84.79;95.43;47.39;29.18;156.49;121.11;127.65;29.77;103.9;58.4;42.53;120.66;153.44;48.59;52;60.17;29;80.7;107.49;114.2;88.12;73.68;50.43;66.42;79.83;16416.58
05/02/2016;94.02;53.98;122.56;66.12;22.89;82.88;93.9;46.69;28.54;156.47;116.43;128.57;29.04;100.54;57.75;42.44;115.4;153.47;49.38;50.16;57.17;29.03;81.2;106.29;111.72;87.84;71.54;50.97;67;80.08;16204.97
08/02/2016;95.01;52.4;119.47;64.58;22.93;85.99;92.12;46.23;28.17;149.25;111.85;126.98;28.82;102;56.54;42.65;116.05;153.9;48.83;49.41;55.04;28.56;82.62;105.6;110.02;86.78;67.77;50.74;66.9;81.16;16027.05
09/02/2016;94.99;52.63;118.88;63.93;22.65;82.92;92.32;46.6;28.28;148.25;113.86;124.07;28.81;101.97;56.2;43.3;117.01;154.74;49.16;49.28;55.68;29.1;82.64;105.92;111.16;87.24;68.33;50.15;65.81;80.08;16014.38
10/02/2016;94.27;52.29;116.36;62.14;22.51;83.04;88.85;46.16;28.3;147.23;114.33;120.19;28.23;101.73;55.52;42.55;117.54;152.45;49.53;49.71;57.41;29.49;81.62;105.72;112.74;86.96;70.15;49.98;65.79;79.35;15914.74
11/02/2016;93.7;51.11;108.44;61.41;24.68;82.99;90.31;44.8;27.45;140.69;113.27;117.85;28.22;101.7;53.07;42.41;116.73;150.67;48.85;49.69;56;29.13;79.9;103.77;110.62;84.66;68.47;49.39;65.32;79.6;15660.18
12/02/2016;93.99;52.66;108.63;63.15;25.11;85.43;91.15;46.01;28.26;146.13;116.32;121.04;28.64;101.82;57.49;43.11;117.93;153.96;49.03;50.5;56.42;29.36;80.99;107.49;111.82;85.95;70.42;50.11;66.18;81.03;15973.84
15/02/2016;93.99;52.66;108.63;63.15;25.11;85.43;91.15;46.01;28.26;146.13;116.32;121.04;28.64;101.82;57.49;43.11;117.93;153.96;49.03;50.5;56.42;29.36;80.99;107.49;111.82;85.95;70.42;50.11;66.18;81.03;15973.84
16/02/2016;96.64;53.18;112.6;65.21;25.84;84.81;92.91;46.83;28.86;149.02;119.43;122.74;28.78;102.32;58.35;43.36;119.18;155.53;49.78;51.09;57.79;29.81;81.47;107.37;115.15;86.48;71.1;50.24;65.9;81.22;16196.41
17/02/2016;98.12;53.61;116.34;67.26;26.46;88.31;95.5;47.99;29.34;150.94;121.21;126.1;29.47;102.5;58.77;43.49;118.64;156.62;50.6;52.42;58.17;29.63;82.45;109.18;118.3;88.12;72.03;50.32;66.11;82;16453.83
18/02/2016;96.26;54.15;117.57;66.12;26.43;86.73;95.17;47.57;29.08;147.73;119.97;132.45;29.42;104.24;57.81;43.61;117.17;156.78;50.32;52.19;58.6;29.55;81.98;108.85;117.45;88.36;71.24;50.94;64.12;82.45;16413.43
19/02/2016;96.04;54.71;115.16;65.42;26.55;86.5;95.01;47.08;29.02;146.91;121.69;133.08;28.71;104.16;57.82;43.77;116.53;156.45;50.12;51.82;59.31;29.49;81.79;108.09;117.68;88.23;71.53;50.86;64.66;82.5;16391.99
22/02/2016;96.88;55.63;117.39;67.31;26.63;88.82;96.37;47.89;29.41;148.79;122.85;133.77;29.35;104.75;58.57;43.94;117.67;157.7;50.77;52.65;60.17;30.05;82.13;109.35;121.27;92.37;73.06;51.07;65.63;82.39;16620.66
23/02/2016;94.69;55.11;116.9;65.78;26.12;84.91;95.38;46.98;29.22;144.91;124.53;132.4;28.8;104.08;56.12;43.69;116.9;156.17;50.54;51.18;60.21;29.96;81.81;107.91;121.15;91.6;72.15;50.63;66.48;81.23;16431.78
24/02/2016;96.1;54.64;115.59;65.88;26.32;85.27;95.43;47.19;28.96;145.56;125.61;132.8;29.19;104.96;56.14;43.91;117.06;157.22;50.56;51.36;60.4;30.02;81.56;108.48;120.2;93.61;71.85;50.82;67.12;81.52;16484.99
25/02/2016;96.76;55.39;116.82;66.47;26.6;85.3;95.65;48.1;29.23;148.25;126.86;134.5;29.62;106.38;57.01;44.16;118.37;158.99;51;52.1;62.38;30.59;82.34;109.27;121.2;98.07;73.27;51.11;68.04;82.01;16697.29
26/02/2016;96.91;55.38;118.16;66.87;26.41;84.35;95.31;48.74;29.4;150.25;126.26;132.03;29.8;105.78;57.54;43.14;117.06;158.27;50.64;51.3;62.6;30.23;81.1;108.46;121.33;97.69;72.73;51.02;66.51;81.75;16639.97
29/02/2016;96.69;55.58;118.18;67.7;26.18;83.44;95.52;48.61;29.14;149.53;124.12;131.03;29.59;105.21;56.3;43.13;117.19;156.87;50.21;50.88;61.59;29.67;80.29;107.52;119.1;96.62;72.39;50.73;66.34;80.15;16516.5
01/03/2016;100.53;56.8;119.96;69.09;26.83;86.13;97.65;50.07;29.88;154.65;125.7;134.37;30.37;107.22;59.2;43.69;118.85;159.59;51.75;52.58;62.92;30.04;81.23;110.13;121.67;95.05;74.64;51.46;66.46;81.28;16865.08
02/03/2016;100.75;57.12;119.65;69.38;26.9;87.14;97;49.62;30.18;154.2;125.59;136.3;30.54;107.04;59.76;43.77;118.48;159.41;52.27;52.95;62.22;29.98;82.55;110.2;121.27;95.53;74.3;52.12;66.21;82.7;16899.32
03/03/2016;101.5;58.09;119.61;71.75;26.87;87.53;98.82;49.6;30.22;155.33;126.8;137.8;30.58;106.65;59.96;43.96;116.69;159.38;52.1;52.35;61.47;29.89;82.84;109.8;121.82;96.11;73.91;51.89;66.14;82.4;16943.9
04/03/2016;103.01;58.29;121.07;72.84;26.8;87.93;98.48;50.29;30.46;156.84;125.56;137.8;30.63;106.5;60.05;44.11;117.18;160.07;52.08;52.03;61.26;29.71;83.49;110.4;121.8;97;73.9;51.81;66.78;82.29;17006.77
07/03/2016;101.87;59;122.9;74.77;27.14;90.67;99.39;49.76;30.29;155.35;126.17;140.15;30.94;106.74;59.94;44.01;117.15;160.57;52.64;51.03;59.25;29.79;83.1;110.41;121.76;96.92;71.94;52.21;67.89;84.46;17073.95
08/03/2016;101.03;59.43;122.35;71.73;27.05;88.74;97.82;48.83;30.06;151.6;126.72;139.07;30.56;106.22;58.78;44.32;118.42;160.2;52.45;51.65;59.81;29.36;83.06;110.85;121.66;96.9;70.62;52.46;68.04;82.63;16964.1
09/03/2016;101.12;59.05;122.86;71.87;27.61;92.82;97.66;49.06;30.05;149.91;126.03;140.41;30.865;106.84;59.12;44.81;119.64;160.09;52.36;52.84;58.33;29.74;82.96;111.33;121.1;96.6;70.68;52.34;67.53;82.4;17000.36
10/03/2016;101.17;58.75;122.94;71.36;27.38;93.94;97.04;49.13;29.94;151.02;125.89;140.19;31.25;107.14;58.61;45.23;119.98;159.89;53.04;52.05;58.88;29.59;82.28;111.53;122.09;96.18;70.22;52.32;67.41;82.18;16995.13
11/03/2016;102.26;59.46;124.63;72.8;27.86;94.58;97.94;50.62;30.34;153.94;128.46;142.36;31.76;107.71;59.34;45.2;121.55;161.88;53.2;53.07;60.08;30.5;81.75;113.64;125.1;96.75;71.63;52.53;67.17;82.19;17213.31
14/03/2016;102.52;59.57;126.34;72.73;27.7;94.26;98.81;50.28;30.27;153.49;128.84;142.78;31.43;107.66;59.12;45.29;122.9;161.81;53.08;53.17;60.81;30.1;81.17;112.82;125.22;96.83;71.49;52.54;67.36;82.41;17229.13
15/03/2016;104.58;59.23;126.36;72.44;27.66;94.27;98.24;50.19;30.28;152.03;129.71;142.96;31.65;107.76;59.2;45.24;123.43;162.41;52.42;53.59;61.4;29.54;81.31;113.92;124.85;96.29;71.91;52.67;68.09;82.82;17251.53
16/03/2016;105.97;59.7;127.57;74.34;27.88;95.4;98.44;50.66;30.17;150.54;130.45;144.79;31.69;107.41;58.92;45.05;123.52;162.89;51.94;54.35;61.86;29.04;81.34;114.68;124.9;97.49;72.37;53.21;67.99;82.87;17325.76
17/03/2016;105.8;60.08;130.7;75.9;28.19;96.89;99.6;51.4;30.96;152.91;130.88;147.04;31.98;106.74;58.75;45.77;123.16;163.75;51.53;54.66;63.18;29.34;82.75;115.83;124.53;98.84;73.14;53.63;67.45;84.1;17481.49
18/03/2016;105.92;61.22;133.96;75.47;28.33;97.69;99.2;51.66;30.92;157.6;131.35;147.09;32.68;107.5;60.48;45.6;124.08;165.33;52.25;53.49;62.99;29.45;83.15;115.76;126.72;99.05;73.78;53.24;66.95;84.2;17602.3
21/03/2016;105.91;61.21;135.86;75.89;28.19;96.44;98.46;51.54;31.09;156.29;131.01;148.63;32.34;107.28;60.46;45.67;123.81;164.84;52.8;53.86;64.72;30.07;83.32;116.03;126.74;99.17;73.77;53.44;67.97;83.62;17623.87
22/03/2016;106.72;60.61;135.12;75.55;28.28;95.5;97.58;51.25;31.06;154.2;130.59;148.1;32.32;107.38;60.24;45.5;123.82;164.91;53.03;54.07;64.9;30.38;82.74;116.06;128.02;98.66;72.96;53.21;67.87;84.12;17582.57
23/03/2016;106.13;60.63;132.86;73.68;27.83;93.59;96.83;51.18;31.07;154.08;130.22;145.4;32;108.5;59.94;45.46;124.19;164.27;53.08;53.97;62.44;30.19;82.82;115.89;129.79;99.11;73.91;52.91;67.46;83.75;17502.59
24/03/2016;105.67;60.47;132.12;75.29;27.96;94.85;97.22;51.32;31.11;153;130.46;147.95;31.88;108.31;59.48;45.58;123.29;164.46;53.07;54.21;61.65;30.08;82.89;115.39;128.59;99.06;74.14;53.56;68;83.98;17515.73
25/03/2016;105.67;60.47;132.12;75.29;27.96;94.85;97.22;51.32;31.11;153;130.46;147.95;31.88;108.31;59.48;45.58;123.29;164.46;53.07;54.21;61.65;30.08;82.89;115.39;128.59;99.06;74.14;53.56;68;83.98;17515.73
28/03/2016;105.19;60.28;131.29;75.32;27.9;94.68;98.09;51.56;31.49;153.84;131.08;148.4;31.9;108.23;59.4;45.8;123.17;166.28;52.83;53.54;61.34;29.78;82.62;116.25;128.92;98.91;74.08;53.4;68.12;84.22;17535.39
29/03/2016;107.68;60.6;130.88;76.01;28.1;95.32;98.16;51.12;31.48;155.03;132.47;149.33;32.38;109.14;59.03;46.48;123.97;164.39;53.32;54.71;61.49;30.05;82.8;116.41;129.83;100.12;75.38;54.05;68.03;84.53;17633.11
30/03/2016;109.56;60.29;128.58;76.51;28.46;95.25;98.91;51.48;31.83;156.5;133.42;148.41;32.71;108.98;59.71;46.58;125.83;166.75;53.22;55.05;62.04;30.07;82.68;117.43;129.68;100.25;76.78;54.04;68.8;84.52;17716.66
31/03/2016;108.99;61.4;126.94;76.54;28.47;95.4;99.31;50.86;31.79;156.98;133.43;151.45;32.35;108.2;59.22;46.39;125.68;166.63;52.91;55.23;61.47;29.64;82.31;116.71;128.9;100.1;76.48;54.08;68.49;83.59;17685.09
01/04/2016;109.99;61.1;126.96;76.79;28.69;94.26;99.07;51.14;31.93;159.82;134.85;152.52;32.45;109.19;59.87;46.83;127.02;167.53;53.7;55.57;61.59;30.04;83.53;117.4;129.92;99.97;77.59;54.01;69.06;82.96;17792.75
04/04/2016;111.12;60.62;126.34;75.72;28.14;93.43;98.68;51.07;31.23;157.77;134.85;152.07;32;108.59;59.2;46.89;127.57;166.4;54.4;55.43;59.97;30.72;83.21;117.56;129.49;100.27;77.83;54.42;69.1;83.16;17737
05/04/2016;109.81;60.19;127.03;75.24;27.58;92.67;97;50.74;30.98;155.35;134.58;150;31.9;108.95;58.36;46.53;127.38;165.81;54.24;54.56;59.67;31.36;83.16;116.13;127.04;99.86;76.97;54.09;68.64;82.21;17603.32
06/04/2016;110.96;59.88;127.93;75.22;28;94.84;97.48;50.93;30.9;155.19;135.44;150.02;32.08;109.42;58.81;46.71;127.52;166.81;55.63;55.12;60.31;32.93;83.81;115.93;128.03;100.37;78.21;53.52;69.04;83.31;17716.05
07/04/2016;108.54;58.86;127;74.17;27.6;94.79;96.16;50.44;30.63;150.41;133.87;148.25;31.55;109.27;57.32;46.36;128.14;167.16;55.42;54.46;60.3;32.76;83.24;114.5;126.87;100.89;77.58;52;68.22;82.37;17541.96
